objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,modelFlux_u,modelFlux_g,modelFlux_r,modelFlux_i,modelFlux_z,specobjid,class,redshift,plate,mjd,fiberid
1237654879650840701,186.424661769369,4.49573695325694,18.77458,16.86941,16.01468,15.62205,15.31435,2190,301,2,30,30.91417,178.7457,392.7618,563.8694,748.6177,3242633863675013120,GALAXY,0.07756113,2880,54509,153
1237656494561034813,323.383868744669,10.4801973421018,19.16686,17.69827,16.97145,16.59546,16.36552,2566,301,2,68,21.53956,83.30935,162.7122,230.0461,284.3072,823092796557649920,GALAXY,0.06311215,731,52460,218
1237653589021098138,125.428109111268,45.5532839796634,18.67494,17.07359,16.22382,15.78244,15.48445,1889,301,6,151,33.88572,148.1035,323.9467,486.4348,640.0601,617093237827463168,GALAXY,0.04770407,548,51986,364
1237661970111135880,183.433034535268,6.40644579139625,19.52562,18.17559,17.62047,17.4214,17.32074,3841,301,1,124,15.47809,53.67385,89.49776,107.5074,117.9472,3661518663242063872,STAR,-3.361227e-05,3252,54893,335
1237661949707157601,160.483902746169,11.3444408297194,18.98342,17.07787,16.12758,15.63727,15.20597,3836,301,3,80,25.50455,147.5199,353.971,556.0214,827.2053,1802651565023062016,GALAXY,0.05615998,1601,53115,312
1237658299522613494,132.364054530519,4.77287415720358,17.32058,16.20017,16.0364,16.00464,16.00266,2986,301,4,92,117.9691,331.0782,384.9811,396.4109,397.1334,1339905596333254656,STAR,0.0001902544,1190,52670,308
1237657774461288922,119.341071493793,27.5013223461008,19.03458,17.38212,16.67466,16.35344,16.14789,2864,301,2,68,24.33072,111.468,213.8632,287.4907,347.4097,967162077623904256,GALAXY,0.02669116,859,52317,51
1237651495758594287,121.368853064387,46.9713952494072,19.55176,17.72151,16.85583,16.43865,16.09799,1402,301,3,108,15.10986,81.54436,180.996,265.7909,363.7505,493191194927458304,GALAXY,0.05825205,438,51884,171
1237655501888488139,256.723650122541,32.1695914401598,18.5532,17.3508,16.9526,16.72791,16.5705,2335,301,1,95,37.90644,114.7304,165.5616,203.6266,235.3948,1098944320259516416,GALAXY,0.03567341,976,52413,240
1237665180060024985,219.571192770524,27.9268042877882,18.26367,17.06676,16.50256,16.15554,15.89342,4588,301,4,89,49.49124,149.0372,250.5972,344.9717,439.1683,2406179838005110784,GALAXY,0.07582519,2137,54206,479
1237663784196767879,358.595551117992,0.0011088453604951,19.44915,18.13957,17.74312,17.49254,17.3696,4263,301,4,106,16.60775,55.48432,79.9379,100.6892,112.7566,770154886149990400,GALAXY,0.03712713,684,52523,143
1237657589778808968,156.356228953717,50.922195482124,19.34032,18.74855,18.73761,18.68329,18.61231,2821,301,2,85,18.35886,31.66471,31.98521,33.6256,35.8833,7536919219080024064,QSO,2.418334,6694,56386,528
1237657119478120583,116.427562800414,28.9864147530725,15.75073,14.79893,14.49525,14.39094,14.37402,2711,301,6,58,500.8484,1203.45,1591.841,1752.368,1779.885,2313825526193612800,STAR,-0.0007698665,2055,53729,368
1237646380469584749,96.1370783214204,-0.387237887976547,16.6915,15.50373,15.23782,15.1792,15.1042,211,301,3,368,210.5721,628.7925,803.287,847.85,908.4896,1417519027005188096,STAR,0.0001416601,1259,52931,40
1237661874013536374,182.893796623036,45.8517658920207,19.02035,18.05231,17.58855,17.31586,17.13354,3818,301,6,159,24.65158,60.12802,92.16772,118.4827,140.1436,1542599197570656256,GALAXY,0.05491957,1370,53090,423
1237655742409146425,226.907571841867,4.42008858593123,19.21237,17.62108,16.80813,16.33536,16.00388,2391,301,1,133,20.65528,89.44765,189.1237,292.318,396.6875,663324129520281600,GALAXY,0.05525157,589,52055,615
1237652943163490633,332.260105447333,12.6404222410859,19.42533,19.04736,18.66559,18.40239,18.2146,1739,301,3,122,16.97619,24.0464,34.17906,43.55483,51.76902,5701776029447901184,QSO,1.970714,5064,55864,796
1237659327104287047,250.229352201965,37.9043239124985,17.26716,15.55025,14.75614,14.37408,14.08556,3225,301,6,256,123.9184,602.4209,1251.827,1779.79,2321.536,921064504182204416,GALAXY,0.03079526,818,52395,285
1237662662139314449,230.691813833091,29.8816709755973,19.19989,17.23599,16.30686,15.88615,15.53242,4002,301,2,148,20.89408,127.5277,300.0917,442.1206,612.3936,1857786576587745280,GALAXY,0.07553103,1650,53174,188
1237652944242999419,345.672592040782,14.961814195801,18.81289,17.90432,17.57632,17.44463,17.37373,1739,301,5,210,29.84239,68.90832,93.21212,105.2317,112.3279,6914294368620007424,STAR,-0.0005145668,6141,56210,520
1237662474764222596,235.950541170729,37.6411539749306,18.86191,17.79126,17.39705,17.15025,17.01825,3958,301,5,39,28.52491,76.47073,109.9461,138.0059,155.8446,1594377945294596096,GALAXY,0.03777089,1416,52875,377
1237661125615354081,132.780431403291,29.6189465184741,19.15844,17.55606,16.65409,16.13735,15.75794,3644,301,4,157,21.70724,94.9677,217.9535,350.8008,497.5357,1789184194451105792,GALAXY,0.07889493,1589,52972,470
1237663783135281221,26.5171144559158,-0.754464524133082,19.09488,17.70809,17.1254,16.79615,16.61968,4263,301,2,293,23.01615,82.55911,141.2012,191.2224,224.97,451490015810185216,GALAXY,0.06053846,401,51788,15
1237654879118164118,195.969406099771,3.99765885663723,19.12101,17.83194,17.33877,17.08741,16.85633,2190,301,1,94,22.46871,73.65835,116.0091,146.2291,180.9102,955916274741831680,GALAXY,0.04166754,849,52439,99
1237662264854184100,216.195851333719,9.54491416294589,18.0637,16.8825,16.26499,15.82351,15.64487,3909,301,6,138,59.49997,176.6037,311.8925,468.3759,552.1446,2039162845362415616,GALAXY,0.07979695,1811,53533,575
1237661433775194124,197.193277691918,46.3906911184743,18.49608,17.33905,16.94719,16.81101,16.76074,3716,301,2,95,39.95424,115.9791,166.3882,188.6235,197.56,1642721551482644480,STAR,-0.0001927744,1459,53117,122
1237663277925204023,354.180066681353,0.600780173847608,18.59375,17.64165,17.35289,17.24422,17.2199,4145,301,5,71,36.51684,87.76852,114.5105,126.5644,129.4269,10332508924377583616,STAR,-0.0006106365,9177,58044,456
1237654604793774213,171.343035448396,4.26817651881898,18.81824,16.83682,15.84758,15.41098,15.0659,2126,301,2,348,29.69561,184.1923,458.1062,684.8682,941.1124,941284522698237952,GALAXY,0.08364785,836,52376,117
1237659326020649100,225.682853297151,53.0467744958304,18.93885,16.83108,15.71739,15.26068,14.89259,3225,301,4,105,26.57349,185.1688,516.4691,786.5557,1103.985,1310580521775949824,GALAXY,0.1338617,1164,52674,120
1237662662677102755,232.998212190414,29.2036097739145,18.60761,17.53373,16.92544,16.55511,16.31572,4002,301,3,162,36.05349,96.94126,169.7552,238.7567,297.6531,1860116722997028864,GALAXY,0.112162,1652,53555,473
1237660959181898014,123.577064545663,26.914501226809,18.20036,16.73822,16.03561,15.6443,15.39089,3605,301,6,104,52.46307,201.7035,385.2613,552.431,697.6602,1357850450732279808,GALAXY,0.07616804,1206,52670,55
1237655742946345517,227.808109124299,4.86286907082922,19.01496,17.87989,17.54514,17.34547,17.21247,2391,301,2,138,24.7744,70.47604,95.92767,115.2952,130.3162,2063851021821569024,GALAXY,0.03078537,1833,54561,278
1237648704057704517,223.342014174588,-0.225287642585598,18.05181,16.75488,16.28362,16.11552,16.05088,752,301,3,533,60.1553,198.632,306.5851,357.924,379.8782,3731301094136061952,STAR,-0.0002078452,3314,54970,250
1237663782599262352,28.5700052408426,-1.21116974249926,19.5981,18.07078,17.32414,16.87155,16.64024,4263,301,1,306,14.47831,59.11346,117.5822,178.3941,220.7491,452612067510216704,GALAXY,0.1263106,402,51793,1
1237655349965422787,239.806853686206,49.5996686305046,18.8458,17.66643,16.97143,16.56048,16.31446,2299,301,6,269,28.95143,85.78814,162.7145,237.5797,297.9966,698130549855774720,GALAXY,0.1489292,620,52375,264
1237661382771671190,143.986931226566,34.2372892053798,18.19942,16.84989,16.30703,15.97312,15.73898,3704,301,3,83,52.50855,181.9887,300.0473,408.0862,506.2988,1793729300961191936,GALAXY,0.05033397,1593,52991,621
1237648721752227958,144.917131938393,0.325190757398403,19.02987,18.74178,18.2627,18.07231,17.97163,756,301,4,194,24.4365,31.86279,49.53537,59.02974,64.75771,536089472933062656,QSO,1.298363,476,52314,586
1237657069549715637,30.1911527041277,-0.908072146630699,18.41164,16.3596,15.47605,14.99468,14.59051,2700,301,1,67,43.18582,285.8651,645.0327,1004.911,1458.13,453751437743122432,GALAXY,0.04305349,403,51871,50
1237662194520358931,166.185442153628,40.7989334614547,18.55388,17.12362,16.57543,16.40907,16.27957,3893,301,3,81,37.88261,141.4331,234.3291,273.1318,307.7299,1617969069649061888,STAR,5.967507e-05,1437,53046,185
1237664291549478927,209.594474137598,14.4534855357333,17.72132,16.9621,16.61641,16.57318,16.46218,4381,301,5,254,81.55841,164.1199,225.6505,234.8167,260.0903,2002007054797006848,GALAXY,0.01321973,1778,53883,571
1237651211214193210,257.738478252885,56.7368633778794,18.91189,17.89039,17.48813,17.32629,17.22105,1336,301,1,65,27.24167,69.79796,101.0992,117.3496,129.29,399761567136114688,GALAXY,0.03005759,355,51788,244
1237662530602598511,213.22199696451,13.8184371409554,19.53078,17.68215,16.66819,16.20047,15.84004,3971,301,5,97,15.40465,84.55482,215.142,330.9883,461.2984,6139792327194202112,GALAXY,0.09246065,5453,56001,946
1237660559746924633,70.7371549327397,26.2176922536108,18.47592,16.50488,15.47585,15.00921,14.73037,3512,301,6,58,40.70303,250.0626,645.1479,991.5561,1281.896,1415376353938663424,STAR,-0.0002219764,1257,52944,437
1237654604252184839,160.551797192017,3.61328801020475,19.06087,17.93615,17.47601,17.19064,17.05227,2126,301,1,276,23.74864,66.91721,102.2344,132.9664,151.0357,649647584494774272,GALAXY,0.07170013,577,52367,12
1237658803104186468,155.85791793633,52.3653019125954,19.34783,17.5763,16.66666,16.24462,15.93164,3103,301,6,41,18.23229,93.2141,215.4449,317.7978,423.9756,1135028372670277632,GALAXY,0.07541022,1008,52707,441
1237651752933457950,172.843872731074,1.67085377415424,18.1495,17.10241,16.64654,16.32201,16.1037,1462,301,2,317,54.97899,144.2229,219.4746,295.9359,361.8416,576471231084128256,GALAXY,0.04676725,512,51992,38
1237663783138295829,33.409832247532,-0.717304008652166,15.67697,13.80514,13.03252,12.64742,12.35382,4263,301,2,339,536.0569,3005.685,6123.402,8730.373,11441.19,456025776622430208,GALAXY,0.02006634,405,51816,132
1237654381981925383,150.86265332995,57.5797670673275,19.19936,18.2204,17.94157,17.81051,17.80956,2074,301,3,189,20.90428,51.50368,66.58392,75.12659,75.1858,9217908688114962432,STAR,-0.0005891187,8187,57423,604
1237654381445185671,151.949297448247,57.3470009393335,18.09543,18.00099,17.99652,17.85122,17.85908,2074,301,2,191,57.78656,63.0382,63.29816,72.36141,71.83283,628261532739856384,QSO,1.88206,558,52317,34
1237654399154585774,176.620313330496,64.5453514776774,18.86668,17.92397,17.71397,17.48779,17.3459,2078,301,3,79,28.39992,67.6722,82.11272,101.1307,115.2447,673349480921196544,GALAXY,0.0514511,598,52316,223
1237662696494071892,223.550633972724,30.2100891894132,16.67172,16.02056,16.11239,16.57624,16.49951,4010,301,2,72,214.4427,390.6388,358.9572,234.1559,251.2999,2075057506710743040,GALAXY,0.009422029,1843,53816,87
1237663546367475735,130.345544964401,56.2091029956623,17.97873,16.58148,16.03979,15.80405,15.71722,4208,301,1,175,64.34357,233.0285,383.7813,476.8473,516.5498,3565832838009954304,STAR,3.230428e-05,3167,54822,392
1237662262175924453,230.066485618928,5.90252663117406,18.90759,17.37655,16.79849,16.58434,16.47018,3909,301,1,231,27.34985,112.0415,190.8114,232.4141,258.182,3267375351214401536,STAR,-7.013436e-05,2902,54629,50
1237651537628627068,138.859316843864,57.8190701031363,19.0786,18.02058,17.32179,16.92315,16.76595,1412,301,1,18,23.36391,61.91095,117.8377,170.1134,196.6134,544964998842050560,GALAXY,0.1726825,484,51907,107
1237664336642441342,177.10406832524,36.0838357750351,19.42698,19.3572,19.18186,19.3375,19.38871,4392,301,1,190,16.9504,18.07623,21.24433,18.40597,17.52843,9989095423581900800,QSO,1.07801,8872,57422,405
1237655125545123953,182.196021111638,5.12194035974345,19.23878,17.73794,16.9957,16.56921,16.26694,2247,301,4,143,20.15891,80.32021,159.1181,235.676,311.3288,949217224248289280,GALAXY,0.07678974,843,52378,304
1237657628445966416,152.272234495556,46.7369337330132,19.30549,19.49207,19.63214,19.31715,19.20322,2830,301,2,275,18.95745,15.96463,14.03175,18.7542,20.80481,8251723828511920128,QSO,1.928715,7329,56719,12
1237658205583704182,179.427042259399,50.6250939810597,19.2435,18.10837,17.55047,17.19765,17.02234,2964,301,5,298,20.07151,57.10207,95.45798,132.1108,155.2583,1091091058944665600,GALAXY,0.1310477,969,52442,342
1237652599567548910,326.717170312208,-7.90659882536298,19.1467,17.45436,16.64498,16.22956,15.88691,1659,301,3,144,21.94323,104.2929,219.7899,322.2386,441.8109,1326352468853942272,GALAXY,0.05546979,1178,52825,154
1237657630044062063,121.434146404091,30.8019735861074,19.30846,18.04375,17.55376,17.2789,17.13587,2830,301,5,84,18.90569,60.60359,95.1691,122.5854,139.8431,968398753360799744,GALAXY,0.1084615,860,52319,454
1237659133283991679,222.288445530756,49.612124955736,19.59766,17.95192,16.97132,16.53543,16.22007,3180,301,5,105,14.48424,65.95274,162.7307,243.1247,325.0661,1178991246031480832,GALAXY,0.1361354,1047,52733,633
1237655472363012498,256.429720422356,29.9930914223012,18.8321,17.02764,16.15776,15.68143,15.31293,2328,301,2,132,29.31917,154.5056,344.2683,533.8619,749.5979,5626225284854599680,GALAXY,0.08337274,4997,55738,376
1237662640660021629,246.013331902785,25.1178486895496,19.38271,17.55276,16.63833,16.16274,15.77373,3997,301,2,80,17.65591,95.25705,221.1408,342.691,490.3491,1771159629720479744,GALAXY,0.06752712,1573,53226,433
1237652600647254231,340.456788073743,-8.42482703843611,19.3779,17.5166,16.54018,16.01059,15.66278,1659,301,5,235,17.73427,98.48237,242.0622,394.2448,543.1075,813050403145934848,GALAXY,0.08363815,722,52224,548
1237665442596651194,213.345594294698,27.405225245132,19.47361,18.13353,17.22952,16.74589,16.42945,4649,301,5,192,16.23768,55.79377,128.2897,200.2822,268.0511,2394890596545226752,GALAXY,0.1385023,2127,53859,369
1237661949185097898,195.009093669615,11.8245681646953,19.5626,18.89636,18.64083,18.62804,18.51367,3836,301,2,306,14.95959,27.63447,34.96725,35.38133,39.29866,6101359447699116032,QSO,0.8340021,5419,55983,392
1237661812811431970,184.360869292528,12.7007788290409,18.35642,17.44033,17.17576,17.04143,17.01425,3804,301,4,177,45.43882,105.6493,134.8012,152.5555,156.419,6074290021514629120,STAR,0.0005963823,5395,56003,218
1237660613437292546,171.036205139563,9.15733814490764,18.30008,17.10897,16.5946,16.34608,16.24293,3525,301,2,108,47.85899,143.3547,230.2285,289.4454,318.2931,3638944040071831552,STAR,0.000713703,3232,54882,129
1237654602101686300,153.17265926233,4.82179709448118,16.88551,15.22973,14.47081,14.08104,13.77596,2125,301,5,230,176.1152,809.2957,1628.076,2331.217,3087.578,646371864276396032,GALAXY,0.03138279,574,52355,383
1237659326015340643,206.586873061781,58.5560440182249,18.78471,18.42587,18.30959,18.12739,18.04942,3225,301,4,24,30.62717,42.62342,47.44182,56.11012,60.27932,1303887244641200128,QSO,1.624688,1158,52668,346
1237660241387454615,50.0807696689168,0.600718985942632,19.28859,19.0035,18.82283,18.48721,18.42436,3438,301,5,134,19.25491,25.03763,29.57077,40.28162,42.6702,800667153069008896,QSO,1.798447,711,52202,554
1237656906352558128,354.216911244268,-0.896889368540264,19.15064,18.09785,17.75923,17.63765,17.6007,2662,301,1,244,21.86388,57.65778,78.76006,88.09229,91.13609,1673088686171908096,STAR,-0.0003374553,1486,52993,5
1237648704053051658,212.779840554295,-0.34218698406105,18.73939,17.7724,17.44617,17.18686,17.03861,752,301,3,462,31.9326,77.8106,105.0828,133.4312,152.9493,340041316517832704,GALAXY,0.05465138,302,51688,71
1237663458850898093,318.749908825159,0.88783864163305,18.61868,17.40335,16.92442,16.75127,16.6496,4187,301,6,74,35.68811,109.3096,169.9148,199.2923,218.8547,1110280285645203456,STAR,1.598307e-05,986,52443,520
1237649961921740977,57.9811031672472,-6.62952212193088,18.45046,17.05932,16.42514,16.04504,15.8097,1045,301,2,159,41.66884,150.0623,269.1192,381.929,474.3721,521320551059318784,GALAXY,0.04310711,463,51908,105
1237661850926055468,164.519071856454,43.1249035035401,18.46169,17.1714,16.64678,16.45566,16.37926,3813,301,3,128,41.24003,135.3438,219.4259,261.6585,280.732,3669327394688311296,STAR,-0.0003863414,3259,54885,71
1237658206129881152,211.874929916271,47.9388036915498,19.35349,19.10128,19.04323,19.0175,18.80255,2964,301,6,440,18.13755,22.88137,24.13772,24.71585,30.1106,7600074342026989568,QSO,0.7113306,6750,56367,909
1237660585519612096,155.864694680691,9.98213723495692,18.27461,17.228,16.89716,16.63337,16.50799,3518,301,6,102,48.99519,128.4694,174.2359,222.152,249.3458,1799223561269831680,GALAXY,0.03225742,1598,53033,129
1237654952132804936,252.884134647014,39.8879931090226,18.09061,17.10708,16.83383,16.65689,16.52602,2207,301,1,97,58.04329,143.6049,184.7011,217.3924,245.2373,709346112762308608,GALAXY,0.02996752,630,52050,106
1237664870822772925,139.436668578567,34.0021007696516,17.82701,15.95669,15.08701,14.6822,14.32994,4516,301,4,95,73.99341,414.3104,922.9911,1340.05,1853.638,1433272006014429184,GALAXY,0.04251783,1273,52993,5
1237664668435284080,155.315424052561,36.0893848552254,19.40308,18.77765,18.77808,18.77356,18.49126,4469,301,3,291,17.32763,30.82741,30.81498,30.94288,40.1188,5138774943803396096,QSO,2.53766,4564,55570,610
1237661388682035419,225.923953517382,51.3234024243281,19.52609,18.12177,17.55748,17.19118,17.01548,3705,301,6,156,15.47135,56.4014,94.84328,132.9001,156.2421,1311758099215837184,GALAXY,0.1208987,1165,52703,308
1237653616396664984,158.399149703727,58.4517644238903,19.20267,18.16216,17.62799,17.30077,17.08453,1896,301,1,77,20.84077,54.34203,88.88017,120.1411,146.6148,1067444137009113088,GALAXY,0.1319819,948,52428,331
1237651226248216600,262.0287818817,53.7538738941527,16.21858,15.72769,15.37126,15.22792,15.13703,1339,301,5,90,325.513,511.5933,710.3896,810.6503,881.4266,404337185328752640,STAR,-0.0001567642,359,51821,506
1237652900772380842,55.9624710878866,-6.29721527294091,19.35496,17.49824,16.76618,16.43714,16.29965,1729,301,4,453,18.11307,100.1625,196.5746,266.16,302.09,2308236428208793600,STAR,-2.830393e-05,2050,53401,515
1237663782598606968,27.0269499394782,-1.24247830607487,19.24839,17.16967,16.21064,15.77586,15.46188,4263,301,1,296,19.98121,135.5599,327.9023,489.3932,653.5017,787026886692726784,GALAXY,0.08547401,699,52202,83
1237655123945455753,207.185477767956,3.46429113685332,18.70998,17.70027,17.39753,17.13702,17.03518,2247,301,1,310,32.80949,83.15575,109.8975,139.6981,153.432,596837760413755392,GALAXY,0.07709146,530,52026,403
1237654881271611569,209.817707046282,5.22144804682732,19.01412,17.02728,16.00148,15.53397,15.20622,2190,301,5,185,24.7936,154.5568,397.5636,611.5244,827.0089,963902575772461056,GALAXY,0.1127069,856,52339,481
1237663542605382569,321.475564670044,-0.601675153234326,19.26132,18.35303,18.00948,17.83743,17.737,4207,301,2,114,19.74473,45.58127,62.54716,73.2869,80.38309,1156305294540695552,GALAXY,0.03067842,1027,52557,22
1237654399153995922,173.619030309451,64.1777277472511,19.59482,17.11371,16.07808,15.71533,15.52955,2078,301,3,70,14.52218,142.7298,370.4825,517.4517,614.0132,3743779726007836672,STAR,-0.0001383685,3325,54942,591
1237655499209703612,222.781528107122,-1.61207578195568,19.56393,17.55315,16.4251,15.86563,15.37665,2334,301,4,180,14.94138,95.22252,269.1279,450.5558,706.8674,1037047862376032256,GALAXY,0.08385938,921,52380,342
1237660958107369616,122.589214132012,25.1222912335034,17.03669,15.26942,14.45516,14.04161,13.73495,3605,301,4,92,153.2234,780.249,1651.724,2417.431,3206.413,1424425055747598336,GALAXY,0.02769466,1265,52705,588
1237663915723980932,113.033811624496,41.5024316496411,16.38401,16.17246,16.48433,16.65649,16.79258,4294,301,1,12,279.5097,339.6373,254.8388,217.4718,191.8504,4118741507917500416,STAR,-0.0005828055,3658,55205,726
1237662335181193292,238.719820227198,31.3128477648673,18.61945,18.51334,18.40817,18.07277,18.03641,3926,301,1,91,35.66259,39.32444,43.32416,59.00459,61.00576,5640936200846200832,QSO,1.849936,5010,55748,646
1237648704055541889,218.47827158868,-0.411230580146759,18.22265,16.66504,16.13432,15.76966,15.86634,752,301,3,500,51.39664,215.7671,351.7797,492.1951,450.2598,344566080888399872,GALAXY,0.03588079,306,51637,148
1237656539662647353,341.982379117886,-8.23551776245231,17.72751,16.76926,16.5337,16.44051,16.40952,2576,301,6,136,81.09509,196.0176,243.5119,265.3365,273.017,814169155841320960,STAR,-0.001149717,723,52201,522
1237651225170411660,254.898289836613,62.1594544393632,16.70535,16.25945,16.43882,16.63728,16.85199,1339,301,3,28,207.9021,313.4876,265.7485,221.3542,181.6343,395293150320551936,STAR,-0.0001112579,351,51695,372
1237652900746690705,356.775490865166,-9.88693796848942,19.47894,17.53143,16.52899,16.12235,15.74241,1729,301,4,61,16.15812,97.1464,244.5712,355.6809,504.6998,729736564439017472,GALAXY,0.1195554,648,52559,558
1237662226207408236,162.614363423983,38.8479584504426,17.67344,16.33933,15.68338,15.29779,15.04511,3900,301,6,259,85.23568,291.2523,532.9007,760.1245,959.302,2259802117596276736,GALAXY,0.05773226,2007,53474,440
1237653612114018411,150.314301327339,56.662386953482,16.28584,15.23599,14.7857,14.56567,14.40904,1895,301,1,265,305.9579,804.6417,1218.205,1491.878,1723.39,7977091111083855872,GALAXY,0.01386108,7085,56625,328
1237664854185345289,226.571075482467,30.5913026953267,19.28786,18.0275,17.33208,16.89398,16.67099,4512,301,5,180,19.26783,61.51745,116.7264,174.7466,214.5841,2076312879514019840,GALAXY,0.09007854,1844,54138,558
1237662305654210569,218.811161485942,36.4821113801592,19.13575,18.86498,19.10847,19.34225,19.5806,3919,301,2,105,22.16571,28.44478,22.73011,18.32566,14.67784,12108088814616203264,STAR,-9.745896e-06,10754,58224,586
1237653651309330514,26.5300480926126,13.569111594569,18.87266,17.41191,16.89895,16.70805,16.63536,1904,301,2,322,28.24387,108.4515,173.9483,207.3853,221.7431,2137003707613603840,STAR,-0.0001317779,1898,53260,166
1237661069778223396,133.981275161248,9.69841661501301,19.33952,19.01676,18.84922,18.69761,18.54328,3631,301,4,118,18.37241,24.73371,28.86056,33.18519,38.24083,5957160421257662464,QSO,2.188236,5291,55947,87
1237658422485778537,173.064466948081,6.40735192594224,19.1178,18.06169,17.37948,16.92212,16.68008,3015,301,1,393,22.53535,59.61076,111.7398,170.2751,212.7949,1822914464291252224,GALAXY,0.1359256,1619,53084,300
1237661948642721859,182.178985198396,11.636250122931,18.78977,17.81665,17.50204,17.25534,17.14482,3836,301,1,222,30.48466,74.70333,99.81264,125.2744,138.6942,1815025469452478464,GALAXY,0.06226772,1612,53149,272
1237657857679687904,165.237871396249,51.4709066590296,18.24736,17.23626,16.84612,16.56368,16.4259,2883,301,5,120,50.24034,127.4959,182.6206,236.8804,268.9297,987528606987085824,GALAXY,0.0749485,877,52353,416
1237658493883711562,165.485100763561,10.2907357072946,17.18883,15.74084,15.15267,14.81781,14.64215,3031,301,6,303,133.1893,505.4344,868.8276,1182.705,1390.397,6030325498919538688,GALAXY,0.03481953,5356,55979,20
1237657591930749067,171.892628769261,55.3915733121185,19.27171,18.35954,18.00126,17.87333,17.83068,2821,301,6,153,19.55657,45.30862,63.02258,70.90296,73.73643,1141751611396220928,STAR,3.90912e-05,1014,52707,324
1237664106855006396,155.968485370594,13.951812777679,19.33168,17.61089,16.74992,16.25868,15.89272,4338,301,5,88,18.50566,90.29053,199.5406,313.7083,439.4519,1965988139608598528,GALAXY,0.03142001,1746,53062,607
1237662226223923234,211.242482715357,37.915985156907,17.74063,16.81039,16.53896,16.43511,16.4308,3900,301,6,511,80.12099,188.7318,242.3356,266.6588,267.7171,1848886578726856704,STAR,-0.0001592997,1642,53115,578
1237658300597928263,135.892282422655,5.97082617363827,18.86777,17.22563,16.37938,15.99464,15.64407,2986,301,6,116,28.37151,128.7498,280.7043,400.0764,552.5472,1342197527969032192,GALAXY,0.1106954,1192,52649,454
1237661434853851338,212.9379533133,44.2563431525918,18.98496,17.50554,16.77099,16.35592,16.04428,3716,301,4,170,25.46856,99.49097,195.705,286.8362,382.1972,1569602103939196928,GALAXY,0.06683741,1394,53108,355
1237652600634343866,311.027490367774,-5.09793263317939,17.76628,16.77465,16.39033,16.23995,16.17104,1659,301,5,38,78.25063,195.0466,277.8858,319.1693,340.0798,2157341924099385344,STAR,-0.0005766883,1916,53269,428
1237664337708318742,155.337671564626,33.3272816489947,19.17735,18.7893,18.98506,19.23319,19.60115,4392,301,3,70,21.3325,30.49825,25.46634,20.26241,14.40116,2201156640734996480,STAR,-3.294357e-05,1955,53442,81
1237655109453611146,193.929437485879,60.7322661388539,19.10308,17.51114,16.92841,16.73523,16.63325,2243,301,6,366,22.84291,98.97903,169.2917,202.2596,222.1751,2754107379476883456,STAR,-0.0002730915,2446,54571,568
1237663530255450157,117.392301027097,45.532683121656,19.42352,19.2443,19.24317,19.37725,19.2066,4204,301,3,85,17.00437,20.05717,20.07787,17.74414,20.73997,7177826966728626176,QSO,0.6911716,6375,56323,782
1237663272560887558,333.072700604898,69.4800994039111,19.30525,17.92297,17.33687,17.08573,16.9441,4144,301,3,138,18.96164,67.73471,116.2117,146.4565,166.8591,2865542597068220416,STAR,-2.606584e-05,2545,53915,463
1237661386546479300,251.386260269866,31.3974289806159,18.55957,17.6614,17.39966,17.29068,17.27705,3705,301,2,338,37.68475,86.18642,109.6824,121.2631,122.7901,12289296852642451456,STAR,-0.0003948795,10915,58257,361
1237661362370904209,199.66294681887,47.1837371282999,19.08433,17.3102,16.4568,15.9971,15.70124,3699,301,5,88,23.24081,119.102,261.3848,399.1703,524.2057,1645078903489849344,GALAXY,0.054961,1461,53062,506
1237650372089872463,173.908660773509,-1.25953629542762,18.98194,17.07672,16.25654,15.9436,15.76659,1140,301,6,140,25.53934,147.6761,314.328,419.3332,493.5858,368312519414016000,STAR,-8.38746e-05,327,52294,521
1237652935647953151,327.060896371014,-7.4304192603258,18.73934,17.6528,17.0942,16.71234,16.53397,1737,301,5,132,31.9343,86.87234,145.3182,206.5685,243.4489,1326460220993464320,GALAXY,0.09103838,1178,52825,546
1237663916797722737,111.952545444678,41.8535155081358,19.30867,17.67814,16.84006,16.39485,16.07963,4294,301,3,12,18.90204,84.86768,183.644,276.7316,369.9531,2098822342594553856,GALAXY,0.05630558,1864,53313,527
1237651538177949829,199.697482223252,66.1958666697715,19.18856,17.81357,17.18213,16.83419,16.59388,1412,301,2,208,21.11329,74.91561,134.0126,184.6389,230.3791,558507135164508160,GALAXY,0.06447172,496,51988,221
1237662530597683397,201.804736125808,14.9355732296299,19.36816,19.30195,19.28701,18.87193,18.95384,3971,301,5,22,17.89405,19.02002,19.28324,28.26243,26.189,1997490808705542144,QSO,1.776615,1774,53759,525
1237653587946766595,124.887549250104,44.0615228012933,18.47358,17.74018,17.35997,16.91726,16.81261,1889,301,4,142,40.79091,80.15458,113.7661,171.0392,188.3435,7182137052594720768,GALAXY,0.1154159,6379,56340,78
1237655108900880505,133.365151220541,47.6651650058763,19.38438,19.04752,19.05124,19.10221,19.00633,2243,301,5,124,17.62869,24.04293,23.9604,22.86058,24.95086,860251338049611776,QSO,0.7632546,764,52238,232
